"Genres","Title","Year","Votes","Rating"
"Action,Animation,Family","Tomb of Dracula",1980,256,5.2
"Drama,Short","Molly Grows Up",1953,66,5.1
"Comedy","He's a Cockeyed Wonder",1950,84,5.4
"Drama","Ladies of Leisure",1926,15,7.4
"Animation,Comedy,Family","That Was the Geek That Was",1965,11,7.1
"Adventure,Drama","Isle of Destiny",1940,57,4.7
"Action,Adventure,Animation","Marine Boy",1968,145,7.4
"Animation,Comedy,Family","Stupor Duck",1956,492,7.4
"Comedy","Sabse Bada Rupaiya",1976,38,6.6
"Comedy,Musical,Romance","Blue Skies",1946,1167,6.5
"Western","Shoot to Kill",1957,18,7.4
"Comedy,Horror,Thriller","Kill Everyone",2009,18,4.9
"Adventure","Ostrov sokrovishch",1972,172,6.9
"Adventure,History","Ördöglovas",1944,32,5.6
"Family","Tante Tut fra Paris",1956,20,6.2
"Documentary,Short","Les marines",1962,42,6.3
"Biography,Documentary,Music","Music for the Movies: Bernard Herrmann",1992,147,7.5
"Comedy","A Piece of the Action",1982,11,6.4
"Crime,Drama","Envy",2000,5,6.8
"Adventure,Musical,Romance","Aus dem Leben eines Taugenichts",1973,27,4.1
"Crime,Drama","Arrest and Trial",1963,95,8.1
"Comedy,Music","Get Yourself a College Girl",1964,314,5.0
"Comedy,Crime,Drama","Four Star Playhouse",1952,133,7.6
"Comedy,Music,Romance","Der Kongreß tanzt",1955,34,5.5
"Short","L'orpheline",1908,9,5.7
"Animation,Comedy,Family","Lawman Huck/Light Headed Cat/Dogged Sheep Dog",1960,18,7.4
"Animation,Comedy,Family","Prime-Time Duck",1989,11,6.5
"Documentary,History","Legendary Lighthouses",1998,16,8.1
"Drama,History,Thriller","The Confession",1970,3337,7.9
"Action,Comedy,Crime","Thingumajig",1969,97,6.2
"Action,Adventure,Western","Cyclone of the Saddle",1935,32,5.3
"Comedy","A Word with Alf",1997,6,6.2
"Biography,Drama","Edison, the Man",1940,1439,7.1
"Comedy,Drama,Romance","Ramudu Kadu Krishnudu",1983,9,6.3
"Drama","Elmer Gantry",1960,9505,7.8
"Biography,Music,Short","The Nat 'King' Cole Musical Story",1955,10,7.5
"Crime,Documentary","Hair Line",2009,35,7.2
"Drama","Madhumalati",1957,6,5.8
"Animation,Family,Fantasy","Rain Boy",1983,13,6.5
"Animation,Comedy,Family","The Whoopee Party",1932,304,6.5
"Comedy,Drama,Romance","Our Betters",1933,552,6.2
"Drama","The Sun in the Mirror",1963,13,6.2
"Comedy","The Darts Match",1969,46,6.9
"Adventure,Animation,Comedy","Tacos Tangle",1961,11,6.8
"Drama","Don't Lean Out the Window",1977,75,7.5
"Comedy,Romance","She Married Her Boss",1935,538,6.6
"Adventure,Fantasy,Sci-Fi","Lost Continent",1951,1209,3.1
"Comedy,Short","Pest from the West",1939,140,6.5
"Western","Triple Cross",1953,11,7.3
"Biography,Documentary,Music","Cream's Farewell Concert",1969,149,7.3
"Comedy","A Weighty Problem",1971,14,6.4
"Comedy","Daddy Wanted",1947,41,5.0
"Western","Masterson of Kansas",1954,223,5.5
"Comedy","And So to Bed",1974,42,8.0
"Crime,Drama,Film-Noir","'C'-Man",1949,195,6.0
"Comedy,Short","How It Feels to Be Run Over",1900,661,6.1
"Comedy,Family","June Bride",1953,10,8.4
"Comedy","The Motorcycle Cops",1959,39,6.1
"Horror,Mystery","The Hound of the Baskervilles",1959,8519,7.0
"Horror,Mystery,Thriller","The Sentry",1975,223,7.8
"Comedy,Family,Fantasy","Ed the Pool Player",1964,25,8.0
"Adventure,Family,Sci-Fi","Fantastic Voyage",1966,16090,6.8
"Action,Crime,Mystery","Who's Guilty?",1945,22,7.0
"Comedy,Music","Episode #2.11",1968,16,8.0
"Comedy,Family","Dennis and the Dodger",1962,22,6.9
"Comedy","Tolmi kai afassia",1988,6,5.2
"Action,Adventure,Crime","Pom Pom Angels",1978,73,7.0
"Animation,Comedy,Family","Gabby's Diner",1961,41,6.2
"Adventure,Sci-Fi","The Phantom Strikes",1966,41,7.1
"Western","Calamity Over the Comstock",1963,63,7.2
"Comedy,Drama","Broadway Bill",1934,835,6.7
"Comedy,Family","Episode #10.16",1977,7,9.0
"Animation,Comedy,Family","The Flintstones' New Neighbors",1980,97,6.9
"Comedy,Romance","The Strawberry Blonde",1941,2869,7.3
"Drama,Romance","Dragostea începe vineri",1974,43,7.5
"Comedy,Musical,Sport","A Day at the Races",1937,12346,7.6
"Comedy,Crime,Horror","The Feathered Serpent",1948,307,6.6
"Crime","Das ganz große Ding",1966,30,8.7
"Adventure,Drama,Mystery","Jaguar",1956,33,5.5
"Comedy","Angel's Temper",1960,5,8.4
"Drama,Thriller","Deadly Embrace",1989,189,4.0
"Drama","El alcalde de Zalamea",1954,19,7.0
"Comedy,Family","Viva Bilko",1959,12,7.4
"Comedy,Short","Amor Pedestre",1914,93,6.6
"Western","Snow Train: Part 1",1970,82,7.9
"Drama","Forgotten Women",1931,16,6.0
"Comedy,Short","Headin' for a Weddin'",1946,6,5.2
"Comedy","Zwei ahnungslose Engel",1969,14,8.5
"Comedy,Short","False Impressions",1932,8,4.4
"Drama","Mirad los lirios del campo",1947,5,6.2
"Action,Adventure,Animation","Give the Gold to the Rival",1985,7,5.7
"Comedy,Drama","La Dolce Vita",1960,60559,8.0
"Drama","The Strange Tale of Oyuki",1992,128,6.9
"Western","Trail to Nowhere",1958,20,6.9
"Comedy","Nachsaison",1961,5,7.6
"Drama","June Moon",1949,27,5.6
"Comedy,Drama,Romance","The Duke Steps Out",1929,85,2.3
"Comedy","Los colimbas se divierten",1986,193,5.9
"Comedy,Fantasy","The Canterville Ghost",1944,2273,6.9
"Family","Kajan går till sjöss",1943,23,6.0
"Biography,Drama,History","An Experiment in Education",1975,16,7.1
"Comedy","Jack Meets Max Bygraves",1963,23,7.5
"Animation,Comedy,Family","Avalanche Is Better Than None or Snows Your Old Man/Below Zero Heroes or I Only Have Ice for You",1960,27,8.1
"Comedy","The Investors",1961,11,7.4
"Crime,Drama","Dynamite",1947,15,5.9
"Animation,Documentary,History","Victory Through Air Power",1943,792,6.6
"Drama,Romance","Christmas with Elisabeth",1968,27,7.5
"Action,Drama,Romance","Between Men",1935,77,6.3
"Comedy,Family","Casanova Junior",1962,7,7.0
"Action,Adventure,Crime","The Line-Up",1934,25,5.0
"Comedy,Short","Are Golfers Cuckoo?",1926,11,3.0
"Adventure,Drama,Family","The Three Doctors: Episode Two",1973,383,8.2
"Drama,Romance","Anni",1948,5,5.4
"Drama,History","Luk královny Dorotky",1971,9,6.0
"Action,Crime,Drama","Woman in the Dark",1952,15,6.1
"Comedy,Musical,Romance","Bundle of Joy",1956,928,6.2
"Action,Comedy","Secretul lui Nemesis",1987,171,7.0
"Western","Smoking Out the Nolans",1955,123,7.6
"Comedy,Short","Oily to Bed, Oily to Rise",1939,477,8.3
"Adventure,Western","Border Roundup",1942,9,5.8
"Animation,Comedy,Family","Scoobygeist/The Quagmire Quake Caper",1983,15,7.7
"Comedy,Drama,Romance","Wives and Obscurities",1956,10,5.7
"Documentary,Short,Sport","Four Minute Fever",1956,65,5.6
"Comedy","Louise's Reunion",1979,31,7.5
"Drama","Could Do Better",1971,10,6.1
"Adult,Romance,Thriller","Summer Heat",1979,47,6.2
"Drama","Trifles",1950,64,5.9
"Western","Proof of Guilt",1959,8,6.2
"Action,Drama","Texas Godfather",1985,51,6.4
"Action,Comedy,Drama","Below the Belt",1980,150,5.4
"Comedy,Music","Episode #3.1",1969,15,8.2
"Comedy,Drama,Romance","Notsignale",1994,5,7.0
"Action,Crime,Drama","Sky Liner",1949,101,5.3
"Drama,Romance","Anna Karenina",1948,2307,6.7
"Animation,Comedy,Family","Robot Rabbit",1953,285,7.2
"Action,Adventure,Fantasy","My Son, the Hero",1962,344,6.4
"Action,Adventure,Comedy","20.000 onzas mejicanas",1977,9,7.0
"Action,Crime,Drama","Avalanche",1946,23,5.2
"Drama","Breakout",1959,40,6.8
"Short,Western","Pep of the Lazy J",1926,6,5.5
"Comedy,Drama","Play It As It Lays",1972,516,6.5
"Adventure,Drama,Family","Terror of the Autons: Episode Four",1971,284,7.8
"Crime,Drama,Thriller","St. Val's Mystery",1945,21,6.2
"Crime","Sérénade au bourreau",1951,7,6.6
"Comedy","A Healthy Ship Is a Happy Ship",1974,6,6.7
"Comedy,History,War","The Dance of Hitler Youth",1984,169,8.2
"Comedy,Drama","Azurexpress",1938,27,6.7
"Action,Adventure,Comedy","SOS Conspiracion Bikini",1967,28,6.1
"Action,Comedy,Crime","Conspiracy of Silence",1963,62,7.0
"Crime,Drama,Mystery","Sing a Song of Suspense",1975,41,7.1
"Drama","Victim",1961,4530,7.7
"Comedy,Thriller","Poet's Pub",1949,76,6.2
"Action,Crime,Drama","Paapi",1977,43,7.5
"Drama,Horror,Mystery","Cauldron of Blood",1970,324,4.2
"Musical","Magic Night",1932,14,6.2
"Comedy","Decision Before Dawn",1968,15,7.0
"Comedy","The Sheik of Araby",1971,7,6.0
"Comedy,Romance","Tora-san, the Expert",1982,50,6.8
"Comedy,History,Musical","Knickerbocker Holiday",1944,94,5.7
"Comedy,Family","Danny and the Little Men",1959,8,8.9
"Adventure,Crime,Drama","The End Game",1964,109,8.0
"Comedy","Ein Monat voller Sonntage",1962,8,8.6
"Animation,Comedy,Family","Madcap Magoo",1955,16,6.2
"Drama","Hotel for Women",1939,44,7.1
"Drama,Romance","The Diary of a Chambermaid",1946,1109,6.6
"Comedy,Family","Teacher's Pest",1982,12,7.3
"Comedy","The New Landlord",1979,74,7.3
"Animation,Comedy,Family","Donald's Better Self",1938,758,6.9
"Comedy","The Love Match",1955,101,6.4
"Action,Adventure,Sci-Fi","The Queen's Gambit",1970,9,7.3
"Comedy","Kiss the Grill Goodbye",1985,13,6.6
"Action,Adventure,Crime","Illusion",1969,94,7.9
"Action","Salavat Yulayev",1940,19,6.8
"Action,Adventure,Animation","Doraemon: Nobita and the Winged Braves",2001,217,6.7
"Comedy","Welcome to Big Sur, Sir",1973,8,7.0
"Comedy","Bob's New Girl",1978,14,8.4
"Drama","Life Does Not Forgive",1960,21,6.3
"Comedy,Romance","Love Crazy",1941,2460,7.5
"Comedy,Drama","Rites of Spring",1989,200,8.1
"Western","Fort Bowie",1958,255,5.7
"Drama","The Three Passions",1928,41,6.2
"Documentary","Paris aktuell",1966,29,8.9
"Adventure,Drama,Sci-Fi","The Rules of Luton",1976,144,5.6
"Comedy","Tryggere kan ingen være",1982,16,8.0
"Drama,Fantasy,Horror","Episode #1.612",1968,14,7.3
"Western","Medal for Valor",1958,10,7.7
"Adventure,Animation,Comedy","The Happy Household",1962,107,7.9
"Western","The Saga of Annie O'Toole",1959,92,7.3
"Comedy","Hazel Squares the Triangle",1964,19,8.5
"Animation,Comedy,Short","Starting from Hatch",1953,17,5.9
"Animation,Comedy","Episode #1.13",1961,21,7.8
"Western","The Man Who Won",1923,8,5.9
"Western","Donna Juanita",1960,11,5.2
"Mystery,Short,Western","Joaquin Murrieta",1938,38,6.3
"Comedy","Procesí k panence",1961,22,5.6
"Action,Adventure,Music","Boots and Saddles",1937,177,5.9
"Animation,Comedy","The Mad Magazine TV Special",1974,34,6.9
"Action,Short,Western","Strongheart",1914,8,5.8
"Drama","Lucretia Lombard",1923,31,6.0
"Drama,History","The Gambler's Code",1961,18,6.9
"Comedy","The Life of the Party",1958,10,7.4
"Action,Animation,Comedy","Escape from the Plant of the Apes",1997,5,7.6
"Drama,Music,Musical","New Faces",1986,5,6.6
"Comedy,War","Where There's a Will",1967,30,7.7
"Biography,Short,War","The Ash Can Fleet",1939,35,6.8
"Comedy,Family","Ricky's Big Night",1957,11,7.9
"Comedy,Musical","Nie wieder Liebe!",1931,22,6.9
"Animation,Comedy,Family","Dough for the Do-Do",1949,976,7.6
"Action,Adventure,Crime","The Case of the Talkative Dummy",1952,134,7.0
"Action,Crime,Drama","Don't Wait for Me",1963,26,6.6
"Comedy,Romance","Ihr Leibregiment",1955,6,5.0
"Adventure,Drama,Romance","The Strange Case of Dr. Meade",1938,11,4.8
"Drama,Family,Romance","The Man Inside",1978,159,8.1
"Comedy,Short","Buster in Nodland",1912,7,3.3
"Western","The Half-Breed",1952,186,5.1
"Crime,Drama,Mystery","And the Horse Jumped Over the Moon",1975,55,7.3
"Comedy","Foukarades kai leftades",1970,24,4.5
"Comedy,Romance","People Will Talk",1935,28,7.3
"Action,Crime,Drama","Round Trip to Nowhere",1971,32,7.7
"Drama","Ani to sono imoto",1939,50,7.4
"Drama","Lost Youth",1948,109,6.9
"Fantasy,Sci-Fi","Loss of Feeling",1935,113,6.7
"Action,Adventure,Music","Check Your Guns",1948,78,6.2
"Crime,Drama,Romance","Otto ga mita 'Onna no kobako' yori",1964,53,7.1
"Drama,Romance","Kisa",1972,18,6.4
"Comedy,Short","Girls",1927,42,7.0
"Comedy,Family,Sci-Fi","Raffles No. 2",1963,36,7.5
"Drama,Music,Musical","All That Jazz",1979,25312,7.9
"Comedy,Short","Dorf and the Angry Fan",2011,15,8.7
"Comedy,Family","Pilot",1951,234,7.6
"Animation,Comedy,Family","Heaven Scent",1956,249,6.7
"Drama","Heilige Jeanne",1978,10,6.6
"Comedy,Drama,Romance","A Boy, a Girl and a Bike",1949,127,6.3
"Adventure,Animation,Comedy","The 20,000 Drachma Pyramid",1981,10,5.7
"Action,Adventure,Crime","Angel on a Roll",1981,68,7.6
"Drama","The Bushranger's Bride",1911,9,5.6
"Action,Crime,Drama","The Golden Journey",1962,120,7.4
"Drama,Horror,Sci-Fi","Son of Frankenstein",1939,8350,7.1
"Comedy,Musical","Bolek i Lolek",1936,24,6.7
"Adventure,Western","Patron of the Art",1958,6,6.7
"Comedy","Main Street Shelter",1961,22,7.5
"Comedy,Family","Oh, My Aching Back",1956,106,8.8
"Thriller","The Killer Lacks a Name",1966,32,5.4
"Family,Sci-Fi","Planet Patrol",1963,65,7.4
"Comedy,Family","The Pen and Pencil Set",1961,5,8.4
"Comedy,Drama","Le braconnier de Dieu",1983,16,4.2
"Comedy,Family","The Good Neighbors",1970,17,7.4
"Animation,Comedy,Family","Mayhem of the Moving Mollusk",1991,27,7.1
"Adventure,Drama,Romance","Passage to Pernambuco",1971,12,7.3
"Animation,Comedy,Family","Merrie Melodies: Starring Bugs Bunny and Friends",1990,1317,8.3
"Comedy,Documentary,Fantasy","What a Carry On!",1973,7,4.0
"Comedy,Family","Family Portrait",1968,20,8.0
"Music,Short","Pink Floyd: The Gunner's Dream",1983,5,8.0
"Comedy","Cuando las mujeres mandan",1951,10,7.1
"Action,Adventure,Thriller","Kan gövdeyi götürdü",1965,10,6.0
"Drama,Musical,Romance","Reshma and Shera",1971,171,6.8
"Action,Crime,Drama","Doll Trouble",1959,6,7.7
"Sport","Indianapolis 500",1981,6,7.7
"Comedy,Drama,Music","Smart Politics",1948,12,7.8
"Drama,Mystery,Sci-Fi","Fall Out",1968,491,8.1
"Adventure","The Wolf and His Mate",1918,8,6.0
"Action,Adventure,Musical","Swing in the Saddle",1944,9,5.8
"Drama,Horror,Sci-Fi","Beach Head",1969,9,7.3
"Animation,Short","Det opprørske alfabetet",1994,7,5.6
"Adventure,Comedy,Crime","Mr. Biddle's Crime Wave",1964,7,5.9
"Comedy","Football of the Good Old Days",1973,403,6.8
"Action,Adventure,Crime","Paradise Express",1937,72,6.3
"Crime,Drama,Mystery","Adventures of Sherlock Holmes",1905,22,4.8
"Drama,Romance","Güldür yüzümü",1985,11,4.5
"Action,Drama","Diane",1977,10,7.7
"Comedy,Thriller","Little Miss Wow",1959,31,7.2
"Comedy","The Plumber's Union",1957,16,8.3
"Action","Galyon",1980,16,6.0
"Drama,Short","The Beggar Maid",1921,6,6.2
"Crime,Drama,Thriller","Decoy in White",1959,6,7.3
"Drama","The Mirror",1953,11,7.1
"Drama,History,Short","Dreyfus alliant du lycée de Rennes à la prison",1899,36,5.4
"Comedy","¿Quién soy yo?",1970,8,4.9
"Drama","The Scent of Fear",1959,11,6.0
"Western","A Quiet Sunday in San Ardo",1956,26,7.0
"Animation,Comedy,Family","Tweet Zoo",1957,188,7.0
"Drama","The Greenwood Tree",1929,10,6.0
"Drama","Harvest",1953,91,7.4
"Comedy","Für die Katz",1974,5,8.8
"Game-Show","Your Big Moment",1949,5,4.2
"Comedy","Ta Didyma",1964,64,5.7
"Adventure,Romance","Danger Ahead",1940,30,5.3
"Action,Adventure,Crime","Too Tough to Kill",1935,18,6.2
"Crime,Drama,Romance","Scandal in Zamalek",1959,32,4.8
"Drama,Fantasy,Horror","Episode #1.342",1967,29,7.0
"Drama","Carmen",1932,7,6.0
"Crime,Documentary","Chattanooga: Dangerous Trespassing",2001,6,9.3
"Adventure,Drama,Romance","Theodora, Slave Empress",1954,190,6.1
"Comedy","Mother Dexter's Wedding",1976,6,8.5
"Animation,Comedy","Around the World in Eighty Days",1972,169,7.7
"Comedy,Short","Mabel Lost and Won",1915,18,5.2
"Comedy,Family,Fantasy","Twitch or Treat",1966,195,8.6
"Adventure,Animation,Comedy","Ship of Ghouls",1985,56,7.7
"Comedy,Crime,Drama","Happy New Year",1973,1251,7.3
"Action,Comedy","Squadra antitruffa",1977,261,6.4
"Action,Adventure,Comedy","The Last One in Is a Rotten Spy",1966,123,7.9
"Animation,Comedy,Short","Stirrups and Hiccups",1973,5,6.2
"Comedy","Lucy and the Franchise Fiasco",1973,13,6.9
"Comedy","A Funny Boss",1964,416,6.1
"Action,Comedy,Music","Lights of Old Santa Fe",1944,156,6.2
"Drama,Short","Don't Talk",1942,155,6.1
"Comedy","Mademoiselle Has Fun",1948,12,5.0
"Comedy,Romance","The Matchmaker",1958,930,6.9
"Action,Crime,Drama","State Police",1938,18,6.4
"Comedy","Heldentum nach Ladenschluß",1955,10,6.5
"Drama,Film-Noir","Born to Be Bad",1950,1812,6.7
"Adventure,Animation,Drama","Eru Aramein no utagoe",1979,12,5.2
"Drama,Horror,Mystery","House of Evil",1972,71,7.5
"Comedy","That Certain Smile",1988,29,8.0
"Western","Under the Tonto Rim",1947,72,6.6
"Comedy,Western","The Over-the-Hill Gang",1969,486,6.2
"Crime,Drama,Mystery","The Stalking Horse",1976,12,8.1
"Comedy","I'm Allergic to Daddy",1969,20,7.3
"Comedy,Family","Bilko the Male Model",1958,15,7.4
"Crime,Drama","A Stranger in Town",1957,68,6.2
"Crime,Documentary","Ghost in the Machine",2003,35,6.6
"Musical","The Gypsy Baron",1935,12,7.1
"Comedy,Musical","Papa Has a Fiancée",1941,6,8.2
"Adventure,Crime,Drama","Raw Wind in Eden",1958,86,6.3
"Comedy,Western","The Lass with the Poisonous Air",1959,30,7.6
"Comedy","The Man from Oswestry",1976,50,8.2
"Horror,Thriller","La malédiction de Belphégor",1967,37,4.5
"Comedy,Short","Tweedledum, Aviator",1911,42,5.8
"Documentary","The Indestructibles",2006,9,5.6
"Animation,Comedy,Family","Yodeling Yokels",1931,122,5.3
"Animation,Family,Short","I Know an Old Lady Who Swallowed a Fly",1964,19,6.6
"Music,Short","Tom Petty: You Wreck Me",1995,6,7.2
"Comedy","Sisman ile Pisman",1995,99,1.1
"Drama,Sci-Fi","Hurricane",1962,5,7.2
"Comedy,Family","Breaking the Lease",1952,233,8.8
"Western","Haunted Trails",1949,8,7.9
"Comedy,Musical,Romance","A Song for You",1934,26,5.6
"Comedy,Crime,Drama","The Woman Who Wanted to Live",1962,166,8.2
"Action,Crime","Chôeki Tarô: Mamushi no kyôdai",1971,6,6.7
"Crime,Drama,Horror","The Storm",1962,130,7.8
"Drama","City of Youth",1938,28,7.0
"Drama,Romance","Enchantment",1948,824,7.2
"Drama,Romance","Have a Heart",1934,106,6.4
"Action,War","The Story of the U.S.S. Flier",1957,5,8.0
"Comedy,Family","Ghost-a-Go-Go",1966,135,7.7
"Comedy,Music","Episode #18.8",1964,7,5.6
"Adventure,Animation,Comedy","The Purple Boy",1961,10,3.0
"Comedy,Family,Game-Show","Episode #2.38",1967,6,6.5
"Horror","The Plague of the Zombies",1966,4184,6.6
"Comedy,Crime","Hocuspocus",1953,144,7.0
"Drama","Die Verspätung",1969,7,8.9
"Action,Adventure,Animation","Mercury's Mental Match",1995,36,7.9
"Comedy","Oho, sanoi Eemeli",1960,66,4.9
"Crime,Drama","Little Tough Guy",1938,126,6.4
"Drama,History,Music","La Marseillaise",1938,953,7.1
"Drama","Viaje sin regreso",1946,6,7.7
"Comedy","Doua lozuri",1957,387,8.2
"Crime,Drama","I Can't Escape",1934,44,5.9
"Action,Comedy","Hooper",1978,5658,6.3
"Documentary","Beyond 'JFK': The Question of Conspiracy",1992,377,6.5
"Action,Adventure,Romance","Pals of the Prairie",1929,9,7.0
"Comedy,Romance","Love and Take Me Along/Love and the Advice-Givers/Love and the Geisha",1969,23,6.6
"Comedy","Tolle Nacht",1957,10,7.5
"Crime,Drama","Porci con la P.38",1978,19,4.2
"Comedy","Her First Mate",1933,31,6.1
"Drama,Romance","Peg o' My Heart",1933,1328,6.3
"Mystery","Doorway to Suspicion",1954,27,4.4
"Action,Crime,Drama","The Fumble",1963,22,7.1
"Horror","The Curse of the Aztec Mummy",1957,291,3.8
"Action,Crime","Intercept",1974,8,8.2
"Drama,History,Romance","Atlantic Ferry",1941,93,6.2
"Comedy","All American Chump",1936,47,5.9
"Comedy,Musical","Festival i Venedig",1968,33,3.4
"Adventure,War","The Drum",1938,738,6.4
"Drama","Son, This Is Your Father",1954,10,8.2
"Comedy","Episode #5.9",1990,5,8.0
"Short","Footprints",1961,60,6.5
"Drama","A Lonely Race",1992,45,8.3
"Comedy","George vs. Wall Street",1975,40,7.5
"Comedy,Short","Duck Soup",1927,743,6.5
"Crime,Drama,Thriller","Münchner Kindl",1972,47,6.3
"Crime,Drama,Thriller","The Pigeon",1969,31,5.5
"Drama","Das Rätsel von Piskov",1969,9,7.9
"Crime,Drama,Mystery","Angel in Blue",1978,33,6.2
"Comedy,Crime","Prísne tajné premiéry",1968,25,7.2
"Short","For aabent Tæppe",1912,32,5.0
"Comedy,Drama,Musical","Let's Dance",1950,416,6.3
"Comedy","My Wife Goes Back to School",1981,120,4.9
"Comedy,Musical,Romance","Leányvásár",1941,32,7.6
"Comedy,Drama","Two in One",2007,262,6.7
"Drama,Romance,War","La bandera",1935,545,6.9
"Biography,Drama","Oshibka Onore de Balzaka",1969,9,6.0
"Biography,Drama,History","Rasputin",1981,1139,7.0
"Adventure,Drama","In Search of a Golden Sky",1984,41,6.1
"Fantasy,Horror","Necropolis",1970,90,5.7
"Action,Adventure,Fantasy","20 Million Miles to Earth",1957,5950,6.4
"Drama","Una parigina a Roma",1954,24,6.0
"Adventure,Drama,Mystery","El jinete solitario' en El valle de los desaparecidos: La venganza del jinete solitario",1960,8,6.0
"Drama,War","Angels One Five",1952,798,6.5
"Comedy","Amor casi... libre",1976,7,2.9
"Drama,Short","Sailcloth",2011,198,9.4
"Western","What's in a Name",1968,11,8.1
"Drama,Romance","The River of Romance",1929,20,5.0
"Drama","There's Some Guys Downstairs",1985,31,5.5
"Drama,Family","Jahan Pyar Mile",1969,18,6.4
